Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_u3_r_18_1x32_0,0.18,None,None,5,None
multiply_1312,0.38,2,None,None,None
add_1445,0.45,2,None,None,None
read_u3_r_19_1x32_0,0.29,None,None,5,None
multiply_1313,0.12,2,None,None,None
add_1446,0.25,2,None,None,None
read_u3_r_20_1x32_0,0.27,None,None,5,None
multiply_1314,0.36,2,None,None,None
add_1447,0.49,2,None,None,None
read_u3_r_21_1x32_0,0.42,None,None,5,None
multiply_1315,0.20,2,None,None,None
add_1448,0.21,2,None,None,None
read_u3_r_22_1x32_0,0.22,None,None,5,None
multiply_1316,0.17,2,None,None,None
add_1449,0.15,2,None,None,None
read_u3_r_23_1x32_0,0.24,None,None,5,None
multiply_1317,0.34,2,None,None,None
add_1450,0.41,2,None,None,None
read_u3_r_24_1x32_0,0.20,None,None,5,None
multiply_1318,0.34,2,None,None,None
add_1451,0.22,2,None,None,None
read_u3_r_25_1x32_0,0.28,None,None,5,None
multiply_1319,0.38,2,None,None,None
add_1452,0.13,2,None,None,None
read_u3_r_26_1x32_0,0.24,None,None,5,None
multiply_1320,0.39,2,None,None,None
add_1453,0.26,2,None,None,None
read_u3_r_27_1x32_0,0.18,None,None,5,None
multiply_1321,0.47,2,None,None,None
add_1454,0.48,2,None,None,None
read_u3_r_28_1x32_0,0.46,None,None,5,None
multiply_1322,0.46,2,None,None,None
add_1455,0.13,2,None,None,None
read_u3_r_29_1x32_0,0.44,None,None,5,None
multiply_1323,0.45,2,None,None,None
add_1456,0.44,2,None,None,None
read_u3_r_30_1x32_0,0.40,None,None,5,None
multiply_1324,0.26,2,None,None,None
add_1457,0.24,2,None,None,None
read_u3_r_31_1x32_0,0.41,None,None,5,None
multiply_1325,0.27,2,None,None,None
write_u3_r_sig_in_0,0.21,None,None,None,3
read_u3_h_0_1x32_0,0.20,None,None,5,None
multiply_1421,0.47,2,None,None,None
add_1554,0.36,2,None,None,None
read_bh3_h_0,0.33,None,None,5,None
add_1585,0.14,2,None,None,None
read_u3_h_1_1x32_0,0.19,None,None,5,None
multiply_1422,0.44,2,None,None,None
add_1555,0.28,2,None,None,None
read_u3_h_2_1x32_0,0.15,None,None,5,None
multiply_1423,0.16,2,None,None,None
add_1556,0.49,2,None,None,None
read_u3_h_3_1x32_0,0.39,None,None,5,None
multiply_1424,0.46,2,None,None,None
add_1557,0.49,2,None,None,None
read_u3_h_4_1x32_0,0.43,None,None,5,None
multiply_1425,0.19,2,None,None,None
add_1558,0.37,2,None,None,None
read_u3_h_5_1x32_0,0.43,None,None,5,None
multiply_1426,0.26,2,None,None,None
add_1559,0.13,2,None,None,None
read_u3_h_6_1x32_0,0.50,None,None,5,None
multiply_1427,0.45,2,None,None,None
add_1560,0.41,2,None,None,None
read_u3_h_7_1x32_0,0.11,None,None,5,None
multiply_1428,0.23,2,None,None,None
add_1561,0.48,2,None,None,None
read_u3_h_8_1x32_0,0.15,None,None,5,None
multiply_1429,0.16,2,None,None,None
add_1562,0.49,2,None,None,None
read_u3_h_9_1x32_0,0.33,None,None,5,None
multiply_1430,0.28,2,None,None,None
add_1563,0.26,2,None,None,None
read_u3_h_10_1x32_0,0.44,None,None,5,None
multiply_1431,0.49,2,None,None,None
add_1564,0.13,2,None,None,None
read_u3_h_11_1x32_0,0.17,None,None,5,None
multiply_1432,0.40,2,None,None,None
add_1565,0.31,2,None,None,None
read_u3_h_12_1x32_0,0.24,None,None,5,None
multiply_1433,0.42,2,None,None,None
add_1566,0.40,2,None,None,None
read_u3_h_13_1x32_0,0.20,None,None,5,None
multiply_1434,0.50,2,None,None,None
add_1567,0.18,2,None,None,None
read_u3_h_14_1x32_0,0.23,None,None,5,None
multiply_1435,0.39,2,None,None,None
add_1568,0.45,2,None,None,None
read_u3_h_15_1x32_0,0.49,None,None,5,None
multiply_1436,0.47,2,None,None,None
add_1569,0.50,2,None,None,None
read_u3_h_16_1x32_0,0.12,None,None,5,None
multiply_1437,0.10,2,None,None,None
add_1570,0.49,2,None,None,None
read_u3_h_17_1x32_0,0.46,None,None,5,None
multiply_1438,0.41,2,None,None,None
add_1571,0.13,2,None,None,None
read_u3_h_18_1x32_0,0.30,None,None,5,None
multiply_1439,0.35,2,None,None,None
add_1572,0.36,2,None,None,None
read_u3_h_19_1x32_0,0.33,None,None,5,None
multiply_1440,0.21,2,None,None,None
add_1573,0.27,2,None,None,None
read_u3_h_20_1x32_0,0.28,None,None,5,None
multiply_1441,0.50,2,None,None,None
add_1574,0.49,2,None,None,None
read_u3_h_21_1x32_0,0.46,None,None,5,None
multiply_1442,0.48,2,None,None,None
add_1575,0.49,2,None,None,None
read_u3_h_22_1x32_0,0.18,None,None,5,None
multiply_1443,0.45,2,None,None,None
add_1576,0.45,2,None,None,None
read_u3_h_23_1x32_0,0.27,None,None,5,None
multiply_1444,0.19,2,None,None,None
add_1577,0.20,2,None,None,None
read_u3_h_24_1x32_0,0.37,None,None,5,None
multiply_1445,0.37,2,None,None,None
add_1578,0.23,2,None,None,None
read_u3_h_25_1x32_0,0.33,None,None,5,None
multiply_1446,0.32,2,None,None,None
add_1579,0.39,2,None,None,None
read_u3_h_26_1x32_0,0.25,None,None,5,None
multiply_1447,0.26,2,None,None,None
add_1580,0.28,2,None,None,None
read_u3_h_27_1x32_0,0.47,None,None,5,None
multiply_1448,0.34,2,None,None,None
add_1581,0.31,2,None,None,None
read_u3_h_28_1x32_0,0.24,None,None,5,None
multiply_1449,0.39,2,None,None,None
add_1582,0.41,2,None,None,None
read_u3_h_29_1x32_0,0.49,None,None,5,None
multiply_1450,0.21,2,None,None,None
add_1583,0.34,2,None,None,None
read_u3_h_30_1x32_0,0.43,None,None,5,None
multiply_1451,0.36,2,None,None,None
add_1584,0.44,2,None,None,None
read_u3_h_31_1x32_0,0.44,None,None,5,None
multiply_1452,0.20,2,None,None,None
write_result_u3_h_bh3_h_0,0.37,None,None,None,3
read_u3_z_sig_in_0,0.40,None,None,None,3
read_u3_r_sig_in_0,0.16,None,None,None,3
sinh_cosh_7,0.28,14,None,None,None
sinh_cosh_8,0.29,14,None,None,None
write_u3_z_sinh_u3_z_cosh_0,0.28,None,None,None,3
write_u3_r_sinh_u3_r_cosh_0,0.20,None,None,None,3
read_u3_z_sinh_0,0.18,None,None,None,3
read_u3_z_cosh_0,0.15,None,None,None,3
add_1683,0.15,2,None,None,None
write_u3_z_exp_0,0.38,None,None,None,3
read_u3_r_sinh_0,0.45,None,None,None,3
read_u3_r_cosh_0,0.19,None,None,None,3
add_1684,0.44,2,None,None,None
write_u3_r_exp_0,0.34,None,None,None,3
read_u3_z_exp_0,0.17,None,None,None,3
add_1685,0.23,2,None,None,None
read_u3_r_exp_0,0.42,None,None,None,3
add_1686,0.19,2,None,None,None
write_u3_z_exp_1_0,0.14,None,None,None,3
write_u3_r_exp_1_0,0.44,None,None,None,3
read_one_0,0.20,None,None,5,None
divide_7,0.32,8,None,None,None
divide_8,0.31,8,None,None,None
read_u3_z_exp_1_0,0.31,None,None,None,3
read_u3_r_exp_1_0,0.38,None,None,None,3
write_z3_t_0,0.11,None,None,None,3
write_r3_t_0,0.23,None,None,None,3
read_r3_t_0,0.36,None,None,None,3
read_result_u3_h_bh3_h_0,0.45,None,None,None,3
multiply_1548,0.47,2,None,None,None
write_result_r3_t_mul_r_0,0.43,None,None,None,3
read_result_r3_t_mul_r_0,0.31,None,None,None,3
read_b3_h_0,0.34,None,None,5,None
add_1687,0.30,2,None,None,None
write_tanh3_in_0,0.12,None,None,None,3
add_1688,0.16,2,None,None,None
write_tanh3_in2_0,0.43,None,None,None,3
read_tanh3_in_1_0,0.33,None,None,None,3
read_tanh3_in_2_0,0.35,None,None,None,3
read_tanh3_in2_0,0.31,None,None,None,3
sinh_cosh_9,0.38,14,None,None,None
write_tanh3_sinh_tanh3_cosh_0,0.34,None,None,None,3
read_tanh3_sinh_0,0.28,None,None,None,3
read_tanh3_cosh_0,0.15,None,None,None,3
add_1689,0.49,2,None,None,None
write_tanh3_exp_0,0.16,None,None,None,3
read_tanh3_exp_0,0.31,None,None,None,3
add_1690,0.13,2,None,None,None
write_tanh3_exp_1_0,0.43,None,None,None,3
divide_9,0.12,8,None,None,None
write_tanh3_division_0,0.20,None,None,None,3
read_tanh3_exp_1_0,0.33,None,None,None,3
add_1691,0.15,2,None,None,None
read_tanh3_division_1_0,0.38,None,None,None,3
read_tanh3_division_2_0,0.34,None,None,None,3
write_h3_tilde_0,0.23,None,None,None,3
read_z3_t_0,0.45,None,None,None,3
read_h3_tilde_0,0.38,None,None,None,3
sub_3,0.25,2,None,None,None
write_1_minus_z3_t_0,0.18,None,None,None,3
read_1_minus_z3_t_0,0.23,None,None,None,3
multiply_1549,0.25,2,None,None,None
write_z3_t_mul_h3_tilde_0,0.31,None,None,None,3
read_hidden_1_1x32_71,0.25,None,3,None,None
multiply_1550,0.35,2,None,None,None
write_1_minus_z3_t_mul_hidden_0,0.23,None,None,None,3
read_z3_t_mul_h3_tilde_0,0.11,None,None,None,3
read_1_minus_z3_t_mul_hidden_0,0.42,None,None,None,3
add_1692,0.19,2,None,None,None
write_hidden_1_1x32_71,0.37,None,3,None,None
read_hidden_1_1x1_1_7300,0.15,None,3,None,None
read_dense_w_1x3_0_0,0.22,None,3,None,None
multiply_1699,0.12,2,None,None,None
add_1700,0.36,2,None,None,None
read_hidden_1_1x1_2_7300,0.40,None,3,None,None
read_dense_w_1x3_1_0,0.46,None,3,None,None
multiply_1700,0.18,2,None,None,None
add_1701,0.11,2,None,None,None
read_hidden_1_1x1_3_7300,0.44,None,3,None,None
read_dense_w_1x3_2_0,0.34,None,3,None,None
multiply_1701,0.38,2,None,None,None
add_1702,0.21,2,None,None,None
read_hidden_1_1x1_4_7300,0.27,None,3,None,None
read_dense_w_1x3_3_0,0.13,None,3,None,None
multiply_1702,0.48,2,None,None,None
add_1703,0.45,2,None,None,None
read_hidden_1_1x1_5_7300,0.34,None,3,None,None
read_dense_w_1x3_4_0,0.14,None,3,None,None
multiply_1703,0.30,2,None,None,None
add_1704,0.15,2,None,None,None
read_hidden_1_1x1_6_7300,0.30,None,3,None,None
read_dense_w_1x3_5_0,0.49,None,3,None,None
multiply_1704,0.28,2,None,None,None
add_1705,0.24,2,None,None,None
read_hidden_1_1x1_7_7300,0.18,None,3,None,None
read_dense_w_1x3_6_0,0.43,None,3,None,None
multiply_1705,0.20,2,None,None,None
add_1706,0.12,2,None,None,None
read_hidden_1_1x1_8_7300,0.15,None,3,None,None
read_dense_w_1x3_7_0,0.38,None,3,None,None
multiply_1706,0.25,2,None,None,None
add_1707,0.15,2,None,None,None
read_hidden_1_1x1_9_7300,0.46,None,3,None,None
read_dense_w_1x3_8_0,0.13,None,3,None,None
multiply_1707,0.16,2,None,None,None
add_1708,0.30,2,None,None,None
read_hidden_1_1x1_10_7300,0.25,None,3,None,None
read_dense_w_1x3_9_0,0.11,None,3,None,None
multiply_1708,0.17,2,None,None,None
add_1709,0.44,2,None,None,None
read_hidden_1_1x1_11_7300,0.39,None,3,None,None
read_dense_w_1x3_10_0,0.38,None,3,None,None
multiply_1709,0.30,2,None,None,None
add_1710,0.36,2,None,None,None
read_hidden_1_1x1_12_7300,0.48,None,3,None,None
read_dense_w_1x3_11_0,0.33,None,3,None,None
multiply_1710,0.49,2,None,None,None
add_1711,0.41,2,None,None,None
read_hidden_1_1x1_13_7300,0.31,None,3,None,None
read_dense_w_1x3_12_0,0.25,None,3,None,None
multiply_1711,0.10,2,None,None,None
add_1712,0.41,2,None,None,None
read_hidden_1_1x1_14_7300,0.32,None,3,None,None
read_dense_w_1x3_13_0,0.14,None,3,None,None
multiply_1712,0.44,2,None,None,None
add_1713,0.20,2,None,None,None
read_hidden_1_1x1_15_7300,0.24,None,3,None,None
read_dense_w_1x3_14_0,0.35,None,3,None,None
multiply_1713,0.24,2,None,None,None
add_1714,0.20,2,None,None,None
read_hidden_1_1x1_16_7300,0.34,None,3,None,None
read_dense_w_1x3_15_0,0.27,None,3,None,None
multiply_1714,0.12,2,None,None,None
add_1715,0.44,2,None,None,None
read_hidden_1_1x1_17_7300,0.42,None,3,None,None
read_dense_w_1x3_16_0,0.32,None,3,None,None
multiply_1715,0.11,2,None,None,None
add_1716,0.34,2,None,None,None
read_hidden_1_1x1_18_7300,0.47,None,3,None,None
read_dense_w_1x3_17_0,0.32,None,3,None,None
multiply_1716,0.33,2,None,None,None
add_1717,0.32,2,None,None,None
read_hidden_1_1x1_19_7300,0.47,None,3,None,None
read_dense_w_1x3_18_0,0.31,None,3,None,None
multiply_1717,0.49,2,None,None,None
add_1718,0.20,2,None,None,None
read_hidden_1_1x1_20_7300,0.18,None,3,None,None
read_dense_w_1x3_19_0,0.35,None,3,None,None
multiply_1718,0.28,2,None,None,None
add_1719,0.18,2,None,None,None
read_hidden_1_1x1_21_7300,0.39,None,3,None,None
read_dense_w_1x3_20_0,0.14,None,3,None,None
multiply_1719,0.37,2,None,None,None
add_1720,0.17,2,None,None,None
read_hidden_1_1x1_22_7300,0.47,None,3,None,None
read_dense_w_1x3_21_0,0.43,None,3,None,None
multiply_1720,0.44,2,None,None,None
add_1721,0.38,2,None,None,None
read_hidden_1_1x1_23_7300,0.25,None,3,None,None
read_dense_w_1x3_22_0,0.26,None,3,None,None
multiply_1721,0.45,2,None,None,None
add_1722,0.42,2,None,None,None
read_hidden_1_1x1_24_7300,0.38,None,3,None,None
read_dense_w_1x3_23_0,0.27,None,3,None,None
multiply_1722,0.41,2,None,None,None
add_1723,0.19,2,None,None,None
read_hidden_1_1x1_25_7300,0.44,None,3,None,None
read_dense_w_1x3_24_0,0.27,None,3,None,None
multiply_1723,0.42,2,None,None,None
add_1724,0.12,2,None,None,None
read_hidden_1_1x1_26_7300,0.42,None,3,None,None
read_dense_w_1x3_25_0,0.14,None,3,None,None
multiply_1724,0.23,2,None,None,None
add_1725,0.50,2,None,None,None
read_hidden_1_1x1_27_7300,0.30,None,3,None,None
read_dense_w_1x3_26_0,0.39,None,3,None,None
multiply_1725,0.40,2,None,None,None
add_1726,0.26,2,None,None,None
read_hidden_1_1x1_28_7300,0.11,None,3,None,None
read_dense_w_1x3_27_0,0.27,None,3,None,None
multiply_1726,0.37,2,None,None,None
add_1727,0.49,2,None,None,None
read_hidden_1_1x1_29_7300,0.23,None,3,None,None
read_dense_w_1x3_28_0,0.39,None,3,None,None
multiply_1727,0.30,2,None,None,None
add_1728,0.31,2,None,None,None
read_hidden_1_1x1_30_7300,0.36,None,3,None,None
read_dense_w_1x3_29_0,0.36,None,3,None,None
multiply_1728,0.38,2,None,None,None
add_1729,0.12,2,None,None,None
read_hidden_1_1x1_31_7300,0.41,None,3,None,None
read_dense_w_1x3_30_0,0.39,None,3,None,None
multiply_1729,0.12,2,None,None,None
add_1730,0.34,2,None,None,None
read_dense_bias_1x32_0,0.40,None,None,5,None
write_dense_result_0,0.39,None,None,None,3
