Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_hidden_1_1x1_71_52,0.23,None,3,None,None
read_u3_z_52_1x128,0.44,None,None,5,None
multiply_1218,0.15,2,None,None,None
add_1351,0.23,2,None,None,None
read_hidden_1_1x1_71_53,0.42,None,3,None,None
read_u3_z_53_1x128,0.19,None,None,5,None
multiply_1219,0.12,2,None,None,None
add_1352,0.28,2,None,None,None
read_hidden_1_1x1_71_54,0.21,None,3,None,None
read_u3_z_54_1x128,0.18,None,None,5,None
multiply_1220,0.16,2,None,None,None
add_1353,0.30,2,None,None,None
read_hidden_1_1x1_71_55,0.17,None,3,None,None
read_u3_z_55_1x128,0.11,None,None,5,None
multiply_1221,0.34,2,None,None,None
add_1354,0.46,2,None,None,None
read_hidden_1_1x1_71_56,0.32,None,3,None,None
read_u3_z_56_1x128,0.40,None,None,5,None
multiply_1222,0.47,2,None,None,None
add_1355,0.25,2,None,None,None
read_hidden_1_1x1_71_57,0.19,None,3,None,None
read_u3_z_57_1x128,0.37,None,None,5,None
multiply_1223,0.21,2,None,None,None
add_1356,0.46,2,None,None,None
read_hidden_1_1x1_71_58,0.29,None,3,None,None
read_u3_z_58_1x128,0.14,None,None,5,None
multiply_1224,0.31,2,None,None,None
add_1357,0.17,2,None,None,None
read_hidden_1_1x1_71_59,0.24,None,3,None,None
read_u3_z_59_1x128,0.35,None,None,5,None
multiply_1225,0.21,2,None,None,None
add_1358,0.43,2,None,None,None
read_hidden_1_1x1_71_60,0.11,None,3,None,None
read_u3_z_60_1x128,0.19,None,None,5,None
multiply_1226,0.45,2,None,None,None
add_1359,0.20,2,None,None,None
read_hidden_1_1x1_71_61,0.18,None,3,None,None
read_u3_z_61_1x128,0.35,None,None,5,None
multiply_1227,0.30,2,None,None,None
add_1360,0.23,2,None,None,None
read_hidden_1_1x1_71_62,0.15,None,3,None,None
read_u3_z_62_1x128,0.15,None,None,5,None
multiply_1228,0.30,2,None,None,None
add_1361,0.29,2,None,None,None
read_hidden_1_1x1_71_63,0.32,None,3,None,None
read_u3_z_63_1x128,0.30,None,None,5,None
multiply_1229,0.42,2,None,None,None
add_1362,0.19,2,None,None,None
read_hidden_1_1x1_71_64,0.26,None,3,None,None
read_u3_z_64_1x128,0.39,None,None,5,None
multiply_1230,0.30,2,None,None,None
add_1363,0.45,2,None,None,None
read_hidden_1_1x1_71_65,0.46,None,3,None,None
read_u3_z_65_1x128,0.43,None,None,5,None
multiply_1231,0.36,2,None,None,None
add_1364,0.47,2,None,None,None
read_hidden_1_1x1_71_66,0.14,None,3,None,None
read_u3_z_66_1x128,0.49,None,None,5,None
multiply_1232,0.37,2,None,None,None
add_1365,0.24,2,None,None,None
read_hidden_1_1x1_71_67,0.11,None,3,None,None
read_u3_z_67_1x128,0.20,None,None,5,None
multiply_1233,0.21,2,None,None,None
add_1366,0.18,2,None,None,None
read_hidden_1_1x1_71_68,0.10,None,3,None,None
read_u3_z_68_1x128,0.15,None,None,5,None
multiply_1234,0.16,2,None,None,None
add_1367,0.35,2,None,None,None
read_hidden_1_1x1_71_69,0.23,None,3,None,None
read_u3_z_69_1x128,0.20,None,None,5,None
multiply_1235,0.11,2,None,None,None
add_1368,0.28,2,None,None,None
read_hidden_1_1x1_71_70,0.24,None,3,None,None
read_u3_z_70_1x128,0.30,None,None,5,None
multiply_1236,0.35,2,None,None,None
add_1369,0.30,2,None,None,None
read_hidden_1_1x1_71_71,0.25,None,3,None,None
read_u3_z_71_1x128,0.50,None,None,5,None
multiply_1237,0.28,2,None,None,None
add_1370,0.39,2,None,None,None
read_hidden_1_1x1_71_72,0.19,None,3,None,None
read_u3_z_72_1x128,0.36,None,None,5,None
multiply_1238,0.10,2,None,None,None
add_1371,0.50,2,None,None,None
read_hidden_1_1x1_71_73,0.30,None,3,None,None
read_u3_z_73_1x128,0.33,None,None,5,None
multiply_1239,0.44,2,None,None,None
add_1372,0.31,2,None,None,None
read_hidden_1_1x1_71_74,0.39,None,3,None,None
read_u3_z_74_1x128,0.14,None,None,5,None
multiply_1240,0.30,2,None,None,None
add_1373,0.19,2,None,None,None
read_hidden_1_1x1_71_75,0.26,None,3,None,None
read_u3_z_75_1x128,0.31,None,None,5,None
multiply_1241,0.15,2,None,None,None
add_1374,0.32,2,None,None,None
read_hidden_1_1x1_71_76,0.43,None,3,None,None
read_u3_z_76_1x128,0.23,None,None,5,None
multiply_1242,0.49,2,None,None,None
add_1375,0.37,2,None,None,None
read_hidden_1_1x1_71_77,0.20,None,3,None,None
read_u3_z_77_1x128,0.11,None,None,5,None
multiply_1243,0.31,2,None,None,None
add_1376,0.28,2,None,None,None
read_hidden_1_1x1_71_78,0.12,None,3,None,None
read_u3_z_78_1x128,0.12,None,None,5,None
multiply_1244,0.24,2,None,None,None
add_1377,0.31,2,None,None,None
read_hidden_1_1x1_71_79,0.30,None,3,None,None
read_u3_z_79_1x128,0.11,None,None,5,None
multiply_1245,0.43,2,None,None,None
add_1378,0.28,2,None,None,None
read_hidden_1_1x1_71_80,0.33,None,3,None,None
read_u3_z_80_1x128,0.28,None,None,5,None
multiply_1246,0.13,2,None,None,None
add_1379,0.20,2,None,None,None
read_hidden_1_1x1_71_81,0.25,None,3,None,None
read_u3_z_81_1x128,0.33,None,None,5,None
multiply_1247,0.21,2,None,None,None
add_1380,0.37,2,None,None,None
read_hidden_1_1x1_71_82,0.42,None,3,None,None
read_u3_z_82_1x128,0.15,None,None,5,None
multiply_1248,0.11,2,None,None,None
add_1381,0.41,2,None,None,None
read_hidden_1_1x1_71_83,0.49,None,3,None,None
read_u3_z_83_1x128,0.11,None,None,5,None
multiply_1249,0.19,2,None,None,None
add_1382,0.34,2,None,None,None
read_hidden_1_1x1_71_84,0.26,None,3,None,None
read_u3_z_84_1x128,0.19,None,None,5,None
multiply_1250,0.49,2,None,None,None
add_1383,0.15,2,None,None,None
read_hidden_1_1x1_71_85,0.33,None,3,None,None
read_u3_z_85_1x128,0.36,None,None,5,None
multiply_1251,0.14,2,None,None,None
add_1384,0.49,2,None,None,None
read_hidden_1_1x1_71_86,0.25,None,3,None,None
read_u3_z_86_1x128,0.15,None,None,5,None
multiply_1252,0.33,2,None,None,None
add_1385,0.41,2,None,None,None
read_hidden_1_1x1_71_87,0.39,None,3,None,None
read_u3_z_87_1x128,0.26,None,None,5,None
multiply_1253,0.41,2,None,None,None
add_1386,0.25,2,None,None,None
read_hidden_1_1x1_71_88,0.19,None,3,None,None
read_u3_z_88_1x128,0.32,None,None,5,None
multiply_1254,0.36,2,None,None,None
add_1387,0.18,2,None,None,None
read_hidden_1_1x1_71_89,0.15,None,3,None,None
read_u3_z_89_1x128,0.26,None,None,5,None
multiply_1255,0.35,2,None,None,None
add_1388,0.18,2,None,None,None
read_hidden_1_1x1_71_90,0.26,None,3,None,None
read_u3_z_90_1x128,0.33,None,None,5,None
multiply_1256,0.28,2,None,None,None
add_1389,0.46,2,None,None,None
read_hidden_1_1x1_71_91,0.25,None,3,None,None
read_u3_z_91_1x128,0.30,None,None,5,None
multiply_1257,0.21,2,None,None,None
add_1390,0.25,2,None,None,None
read_hidden_1_1x1_71_92,0.25,None,3,None,None
read_u3_z_92_1x128,0.12,None,None,5,None
multiply_1258,0.45,2,None,None,None
add_1391,0.44,2,None,None,None
read_hidden_1_1x1_71_93,0.12,None,3,None,None
read_u3_z_93_1x128,0.26,None,None,5,None
multiply_1259,0.23,2,None,None,None
add_1392,0.18,2,None,None,None
read_hidden_1_1x1_71_94,0.48,None,3,None,None
read_u3_z_94_1x128,0.17,None,None,5,None
multiply_1260,0.39,2,None,None,None
add_1393,0.16,2,None,None,None
read_hidden_1_1x1_71_95,0.15,None,3,None,None
read_u3_z_95_1x128,0.12,None,None,5,None
multiply_1261,0.46,2,None,None,None
add_1394,0.24,2,None,None,None
read_hidden_1_1x1_71_96,0.16,None,3,None,None
read_u3_z_96_1x128,0.37,None,None,5,None
multiply_1262,0.24,2,None,None,None
add_1395,0.30,2,None,None,None
read_hidden_1_1x1_71_97,0.38,None,3,None,None
read_u3_z_97_1x128,0.46,None,None,5,None
multiply_1263,0.46,2,None,None,None
add_1396,0.39,2,None,None,None
read_hidden_1_1x1_71_98,0.25,None,3,None,None
read_u3_z_98_1x128,0.47,None,None,5,None
multiply_1264,0.48,2,None,None,None
add_1397,0.32,2,None,None,None
read_hidden_1_1x1_71_99,0.32,None,3,None,None
read_u3_z_99_1x128,0.43,None,None,5,None
multiply_1265,0.18,2,None,None,None
add_1398,0.37,2,None,None,None
read_hidden_1_1x1_71_100,0.40,None,3,None,None
read_u3_z_100_1x128,0.47,None,None,5,None
multiply_1266,0.36,2,None,None,None
add_1399,0.43,2,None,None,None
read_hidden_1_1x1_71_101,0.46,None,3,None,None
read_u3_z_101_1x128,0.47,None,None,5,None
multiply_1267,0.48,2,None,None,None
add_1400,0.50,2,None,None,None
read_hidden_1_1x1_71_102,0.16,None,3,None,None
read_u3_z_102_1x128,0.34,None,None,5,None
multiply_1268,0.47,2,None,None,None
add_1401,0.43,2,None,None,None
read_hidden_1_1x1_71_103,0.18,None,3,None,None
read_u3_z_103_1x128,0.10,None,None,5,None
multiply_1269,0.31,2,None,None,None
add_1402,0.41,2,None,None,None
read_hidden_1_1x1_71_104,0.44,None,3,None,None
read_u3_z_104_1x128,0.29,None,None,5,None
multiply_1270,0.31,2,None,None,None
add_1403,0.38,2,None,None,None
read_hidden_1_1x1_71_105,0.21,None,3,None,None
read_u3_z_105_1x128,0.34,None,None,5,None
multiply_1271,0.40,2,None,None,None
add_1404,0.29,2,None,None,None
read_hidden_1_1x1_71_106,0.42,None,3,None,None
read_u3_z_106_1x128,0.16,None,None,5,None
multiply_1272,0.11,2,None,None,None
add_1405,0.27,2,None,None,None
read_hidden_1_1x1_71_107,0.20,None,3,None,None
read_u3_z_107_1x128,0.11,None,None,5,None
multiply_1273,0.30,2,None,None,None
add_1406,0.12,2,None,None,None
read_hidden_1_1x1_71_108,0.44,None,3,None,None
read_u3_z_108_1x128,0.26,None,None,5,None
multiply_1274,0.16,2,None,None,None
add_1407,0.11,2,None,None,None
read_hidden_1_1x1_71_109,0.20,None,3,None,None
read_u3_z_109_1x128,0.32,None,None,5,None
multiply_1275,0.17,2,None,None,None
add_1408,0.28,2,None,None,None
read_hidden_1_1x1_71_110,0.32,None,3,None,None
read_u3_z_110_1x128,0.33,None,None,5,None
multiply_1276,0.47,2,None,None,None
add_1409,0.20,2,None,None,None
read_hidden_1_1x1_71_111,0.20,None,3,None,None
read_u3_z_111_1x128,0.10,None,None,5,None
multiply_1277,0.39,2,None,None,None
add_1410,0.19,2,None,None,None
read_hidden_1_1x1_71_112,0.20,None,3,None,None
read_u3_z_112_1x128,0.11,None,None,5,None
multiply_1278,0.20,2,None,None,None
add_1411,0.29,2,None,None,None
read_hidden_1_1x1_71_113,0.26,None,3,None,None
read_u3_z_113_1x128,0.41,None,None,5,None
multiply_1279,0.30,2,None,None,None
add_1412,0.35,2,None,None,None
read_hidden_1_1x1_71_114,0.20,None,3,None,None
read_u3_z_114_1x128,0.17,None,None,5,None
multiply_1280,0.28,2,None,None,None
add_1413,0.43,2,None,None,None
read_hidden_1_1x1_71_115,0.29,None,3,None,None
read_u3_z_115_1x128,0.38,None,None,5,None
multiply_1281,0.37,2,None,None,None
add_1414,0.32,2,None,None,None
read_hidden_1_1x1_71_116,0.16,None,3,None,None
read_u3_z_116_1x128,0.40,None,None,5,None
multiply_1282,0.32,2,None,None,None
add_1415,0.44,2,None,None,None
read_hidden_1_1x1_71_117,0.20,None,3,None,None
read_u3_z_117_1x128,0.46,None,None,5,None
multiply_1283,0.39,2,None,None,None
add_1416,0.19,2,None,None,None
read_hidden_1_1x1_71_118,0.33,None,3,None,None
read_u3_z_118_1x128,0.39,None,None,5,None
multiply_1284,0.10,2,None,None,None
add_1417,0.29,2,None,None,None
read_hidden_1_1x1_71_119,0.21,None,3,None,None
read_u3_z_119_1x128,0.23,None,None,5,None
multiply_1285,0.37,2,None,None,None
add_1418,0.20,2,None,None,None
read_hidden_1_1x1_71_120,0.39,None,3,None,None
read_u3_z_120_1x128,0.48,None,None,5,None
multiply_1286,0.40,2,None,None,None
add_1419,0.36,2,None,None,None
read_hidden_1_1x1_71_121,0.37,None,3,None,None
read_u3_z_121_1x128,0.25,None,None,5,None
multiply_1287,0.38,2,None,None,None
add_1420,0.40,2,None,None,None
read_hidden_1_1x1_71_122,0.50,None,3,None,None
read_u3_z_122_1x128,0.11,None,None,5,None
multiply_1288,0.30,2,None,None,None
add_1421,0.24,2,None,None,None
read_hidden_1_1x1_71_123,0.36,None,3,None,None
read_u3_z_123_1x128,0.31,None,None,5,None
multiply_1289,0.13,2,None,None,None
add_1422,0.21,2,None,None,None
read_hidden_1_1x1_71_124,0.49,None,3,None,None
read_u3_z_124_1x128,0.39,None,None,5,None
multiply_1290,0.31,2,None,None,None
add_1423,0.49,2,None,None,None
read_hidden_1_1x1_71_125,0.40,None,3,None,None
read_u3_z_125_1x128,0.48,None,None,5,None
multiply_1291,0.42,2,None,None,None
add_1424,0.15,2,None,None,None
read_hidden_1_1x1_71_126,0.12,None,3,None,None
read_u3_z_126_1x128,0.45,None,None,5,None
multiply_1292,0.27,2,None,None,None
read_hidden_1_1x1_71_127,0.19,None,3,None,None
read_u3_z_127_1x128,0.42,None,None,5,None
multiply_1293,0.37,2,None,None,None
write_u3_z_sig_in,0.46,None,None,None,3
read_cell_hidden_1x1_0,0.25,None,3,None,None
read_u3_r_0_1x128,0.26,None,None,5,None
multiply_1294,0.34,2,None,None,None
add_1426,0.37,2,None,None,None
read_b3_r,0.47,None,None,5,None
add_1552,0.15,2,None,None,None
read_u3_r_1_1x128,0.43,None,None,5,None
read_cell_hidden_1x1_0_1,0.35,None,3,None,None
add_1427,0.11,2,None,None,None
read_u3_r_2_1x128,0.20,None,None,5,None
read_cell_hidden_1x1_0_2,0.49,None,3,None,None
multiply_1295,0.28,2,None,None,None
add_1428,0.13,2,None,None,None
read_u3_r_3_1x128,0.35,None,None,5,None
read_cell_hidden_1x1_0_3,0.24,None,3,None,None
multiply_1296,0.21,2,None,None,None
add_1429,0.22,2,None,None,None
read_u3_r_4_1x128,0.47,None,None,5,None
read_cell_hidden_1x1_0_4,0.20,None,3,None,None
multiply_1297,0.45,2,None,None,None
add_1430,0.41,2,None,None,None
read_u3_r_5_1x128,0.16,None,None,5,None
read_cell_hidden_1x1_0_5,0.39,None,3,None,None
multiply_1298,0.14,2,None,None,None
add_1431,0.15,2,None,None,None
read_u3_r_6_1x128,0.20,None,None,5,None
read_cell_hidden_1x1_0_6,0.31,None,3,None,None
multiply_1299,0.20,2,None,None,None
add_1432,0.43,2,None,None,None
read_u3_r_7_1x128,0.50,None,None,5,None
read_cell_hidden_1x1_0_7,0.20,None,3,None,None
multiply_1300,0.43,2,None,None,None
add_1433,0.21,2,None,None,None
read_u3_r_8_1x128,0.22,None,None,5,None
read_cell_hidden_1x1_0_8,0.20,None,3,None,None
multiply_1301,0.26,2,None,None,None
add_1434,0.13,2,None,None,None
read_u3_r_9_1x128,0.24,None,None,5,None
read_cell_hidden_1x1_0_9,0.13,None,3,None,None
multiply_1302,0.26,2,None,None,None
add_1435,0.23,2,None,None,None
read_u3_r_10_1x128,0.21,None,None,5,None
read_cell_hidden_1x1_0_10,0.23,None,3,None,None
multiply_1303,0.30,2,None,None,None
add_1436,0.40,2,None,None,None
read_u3_r_11_1x128,0.44,None,None,5,None
read_cell_hidden_1x1_0_11,0.34,None,3,None,None
multiply_1304,0.19,2,None,None,None
add_1437,0.12,2,None,None,None
read_u3_r_12_1x128,0.12,None,None,5,None
read_cell_hidden_1x1_0_12,0.14,None,3,None,None
multiply_1305,0.34,2,None,None,None
add_1438,0.35,2,None,None,None
read_u3_r_13_1x128,0.31,None,None,5,None
read_cell_hidden_1x1_0_13,0.31,None,3,None,None
multiply_1306,0.31,2,None,None,None
add_1439,0.32,2,None,None,None
read_u3_r_14_1x128,0.42,None,None,5,None
read_cell_hidden_1x1_0_14,0.42,None,3,None,None
multiply_1307,0.33,2,None,None,None
add_1440,0.28,2,None,None,None
read_u3_r_15_1x128,0.23,None,None,5,None
read_cell_hidden_1x1_0_15,0.37,None,3,None,None
multiply_1308,0.23,2,None,None,None
add_1441,0.14,2,None,None,None
read_u3_r_16_1x128,0.18,None,None,5,None
read_cell_hidden_1x1_0_16,0.30,None,3,None,None
multiply_1309,0.33,2,None,None,None
add_1442,0.22,2,None,None,None
read_u3_r_17_1x128,0.23,None,None,5,None
read_cell_hidden_1x1_0_17,0.15,None,3,None,None
multiply_1310,0.20,2,None,None,None
add_1443,0.11,2,None,None,None
read_u3_r_18_1x128,0.34,None,None,5,None
read_cell_hidden_1x1_0_18,0.42,None,3,None,None
multiply_1311,0.33,2,None,None,None
add_1444,0.35,2,None,None,None
read_u3_r_19_1x128,0.27,None,None,5,None
read_cell_hidden_1x1_0_19,0.22,None,3,None,None
multiply_1312,0.25,2,None,None,None
add_1445,0.28,2,None,None,None
read_u3_r_20_1x128,0.27,None,None,5,None
read_cell_hidden_1x1_0_20,0.27,None,3,None,None
multiply_1313,0.45,2,None,None,None
add_1446,0.17,2,None,None,None
read_u3_r_21_1x128,0.28,None,None,5,None
read_cell_hidden_1x1_0_21,0.45,None,3,None,None
multiply_1314,0.30,2,None,None,None
add_1447,0.30,2,None,None,None
read_u3_r_22_1x128,0.19,None,None,5,None
read_cell_hidden_1x1_0_22,0.36,None,3,None,None
multiply_1315,0.30,2,None,None,None
add_1448,0.29,2,None,None,None
read_u3_r_23_1x128,0.13,None,None,5,None
read_cell_hidden_1x1_0_23,0.45,None,3,None,None
multiply_1316,0.30,2,None,None,None
add_1449,0.16,2,None,None,None
read_u3_r_24_1x128,0.20,None,None,5,None
read_cell_hidden_1x1_0_24,0.38,None,3,None,None
multiply_1317,0.44,2,None,None,None
add_1450,0.43,2,None,None,None
read_u3_r_25_1x128,0.21,None,None,5,None
read_cell_hidden_1x1_0_25,0.16,None,3,None,None
multiply_1318,0.36,2,None,None,None
add_1451,0.32,2,None,None,None
read_u3_r_26_1x128,0.45,None,None,5,None
read_cell_hidden_1x1_0_26,0.12,None,3,None,None
multiply_1319,0.11,2,None,None,None
add_1452,0.36,2,None,None,None
read_u3_r_27_1x128,0.28,None,None,5,None
read_cell_hidden_1x1_0_27,0.17,None,3,None,None
multiply_1320,0.28,2,None,None,None
